,train,val,test
0,case_22,case_100,case_86
1,case_186,case_82,case_141
2,case_79,case_91,case_135
3,case_80,case_202,case_200
4,case_81,case_233,case_246
5,case_83,case_288,case_133
6,case_87,case_109,case_121
7,case_89,case_273,case_137
8,case_90,case_40,case_76
9,case_95,case_216,case_271
10,case_96,case_222,case_292
11,case_101,case_244,case_111
12,case_106,case_275,case_124
13,case_112,case_115,case_131
14,case_119,case_45,case_13
15,case_122,case_42,case_35
16,case_127,case_70,case_66
17,case_140,case_259,case_218
18,case_255,case_154,case_228
19,case_262,case_270,case_147
20,case_289,case_99,case_265
21,case_78,case_88,case_129
22,case_4,case_54,case_11
23,case_31,case_17,case_34
24,case_48,case_59,case_3
25,case_49,case_75,case_36
26,case_197,case_156,case_164
27,case_198,case_178,case_268
28,case_199,case_284,case_174
29,case_201,case_278,case_97
30,case_203,case_170,case_151
31,case_204,case_247,case_171
32,case_217,case_287,case_280
33,case_219,case_182,case_269
34,case_223,case_207,case_238
35,case_225,,
36,case_231,,
37,case_232,,
38,case_281,,
39,case_26,,
40,case_57,,
41,case_71,,
42,case_85,,
43,case_92,,
44,case_98,,
45,case_105,,
46,case_130,,
47,case_132,,
48,case_138,,
49,case_139,,
50,case_143,,
51,case_150,,
52,case_166,,
53,case_205,,
54,case_248,,
55,case_260,,
56,case_261,,
57,case_264,,
58,case_274,,
59,case_297,,
60,case_0,,
61,case_1,,
62,case_39,,
63,case_41,,
64,case_44,,
65,case_46,,
66,case_47,,
67,case_50,,
68,case_51,,
69,case_188,,
70,case_194,,
71,case_195,,
72,case_196,,
73,case_206,,
74,case_211,,
75,case_227,,
76,case_230,,
77,case_234,,
78,case_235,,
79,case_236,,
80,case_237,,
81,case_277,,
82,case_286,,
83,case_295,,
84,case_5,,
85,case_6,,
86,case_14,,
87,case_53,,
88,case_193,,
89,case_84,,
90,case_94,,
91,case_104,,
92,case_107,,
93,case_108,,
94,case_117,,
95,case_125,,
96,case_126,,
97,case_128,,
98,case_134,,
99,case_136,,
100,case_148,,
101,case_256,,
102,case_276,,
103,case_282,,
104,case_283,,
105,case_77,,
106,case_2,,
107,case_9,,
108,case_12,,
109,case_15,,
110,case_20,,
111,case_21,,
112,case_25,,
113,case_28,,
114,case_32,,
115,case_37,,
116,case_72,,
117,case_73,,
118,case_184,,
119,case_185,,
120,case_187,,
121,case_189,,
122,case_190,,
123,case_191,,
124,case_192,,
125,case_152,,
126,case_157,,
127,case_161,,
128,case_208,,
129,case_209,,
130,case_212,,
131,case_213,,
132,case_215,,
133,case_220,,
134,case_226,,
135,case_229,,
136,case_272,,
137,case_23,,
138,case_38,,
139,case_58,,
140,case_102,,
141,case_103,,
142,case_110,,
143,case_113,,
144,case_114,,
145,case_116,,
146,case_118,,
147,case_120,,
148,case_123,,
149,case_142,,
150,case_144,,
151,case_145,,
152,case_146,,
153,case_239,,
154,case_249,,
155,case_254,,
156,case_258,,
157,case_266,,
158,case_267,,
159,case_7,,
160,case_8,,
161,case_10,,
162,case_16,,
163,case_18,,
164,case_19,,
165,case_24,,
166,case_27,,
167,case_29,,
168,case_30,,
169,case_33,,
170,case_43,,
171,case_52,,
172,case_55,,
173,case_56,,
174,case_60,,
175,case_61,,
176,case_62,,
177,case_63,,
178,case_64,,
179,case_65,,
180,case_67,,
181,case_68,,
182,case_69,,
183,case_74,,
184,case_93,,
185,case_149,,
186,case_153,,
187,case_155,,
188,case_158,,
189,case_159,,
190,case_160,,
191,case_162,,
192,case_163,,
193,case_165,,
194,case_167,,
195,case_168,,
196,case_169,,
197,case_172,,
198,case_173,,
199,case_175,,
200,case_176,,
201,case_177,,
202,case_179,,
203,case_180,,
204,case_181,,
205,case_183,,
206,case_210,,
207,case_214,,
208,case_221,,
209,case_224,,
210,case_240,,
211,case_241,,
212,case_242,,
213,case_243,,
214,case_245,,
215,case_250,,
216,case_251,,
217,case_252,,
218,case_253,,
219,case_257,,
220,case_263,,
221,case_279,,
222,case_285,,
223,case_290,,
224,case_291,,
225,case_293,,
226,case_294,,
227,case_296,,
